-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2010 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
LAT,LON,YEAR,DOY,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
18.25,103.25,2010,1,12.64,68.34,0.0,97.06,1.81,2.75,0.86,1.89,150.06,2.99,4.56,1.24,3.32,150.52
18.25,103.75,2010,1,12.3,65.31,0.0,97.76,1.62,2.54,0.83,1.71,130.41,2.71,4.3,1.14,3.16,130.75
18.25,104.25,2010,1,11.93,67.39,0.02,96.21,1.32,2.18,0.37,1.8,101.18,2.48,3.78,0.64,3.14,102.52
18.25,104.75,2010,1,11.95,74.62,0.05,94.57,1.21,1.95,0.47,1.48,74.97,2.36,3.54,0.86,2.68,76.94
18.25,105.25,2010,1,12.6,81.42,0.08,95.16,1.52,2.47,0.75,1.71,66.42,2.69,3.96,1.38,2.58,68.78
18.25,105.75,2010,1,13.83,85.81,0.1,97.97,2.22,3.54,1.18,2.36,78.75,3.5,4.92,2.07,2.84,80.82
18.25,106.25,2010,1,15.32,89.44,0.15,100.7,3.04,4.18,2.07,2.11,103.75,4.44,5.77,3.06,2.71,103.84
18.25,106.75,2010,1,15.98,90.31,0.37,101.17,3.61,4.33,2.97,1.35,115.0,4.68,5.55,3.96,1.59,115.32
18.75,103.25,2010,1,12.07,72.03,0.01,93.09,1.38,1.97,0.67,1.3,150.81,2.42,3.53,1.07,2.46,152.64
18.75,103.75,2010,1,11.78,69.16,0.01,93.98,1.15,1.64,0.46,1.18,125.53,2.14,3.13,0.8,2.33,127.59
18.75,104.25,2010,1,11.66,73.81,0.06,93.72,0.97,1.39,0.45,0.94,90.96,1.97,2.81,0.99,1.82,92.92
18.75,104.75,2010,1,12.18,81.4,0.15,94.76,1.18,1.91,0.65,1.26,78.58,2.29,3.46,1.34,2.12,76.58
18.75,105.25,2010,1,13.26,86.85,0.23,97.55,2.0,3.28,1.18,2.1,73.72,3.28,4.78,1.96,2.83,71.39
18.75,105.75,2010,1,14.61,89.41,0.3,100.75,3.1,4.76,1.95,2.81,74.64,4.46,6.02,2.8,3.21,75.72
18.75,106.25,2010,1,15.69,92.66,0.36,101.27,3.67,4.86,2.67,2.19,92.59,4.77,5.95,3.71,2.25,93.5
18.75,106.75,2010,1,15.93,91.03,0.66,101.32,3.76,5.16,2.84,2.32,104.47,4.55,6.05,3.6,2.45,105.22
19.25,103.25,2010,1,11.32,72.54,0.01,89.76,1.23,1.91,0.66,1.25,165.67,2.39,3.52,1.36,2.16,168.09
19.25,103.75,2010,1,11.17,72.47,0.02,90.18,0.98,1.47,0.5,0.97,139.09,1.96,2.88,0.97,1.91,142.34
19.25,104.25,2010,1,11.49,78.97,0.13,92.08,0.88,1.3,0.49,0.81,103.04,1.81,2.71,1.13,1.58,105.34
19.25,104.75,2010,1,12.24,85.79,0.31,95.14,1.2,1.96,0.75,1.21,87.24,2.4,3.54,1.46,2.08,85.61
19.25,105.25,2010,1,13.31,90.52,0.49,98.39,2.15,3.3,1.54,1.75,76.64,3.6,4.81,2.38,2.42,74.35
19.25,105.75,2010,1,14.42,92.68,0.62,100.82,3.47,4.78,2.64,2.14,69.82,4.9,5.95,3.68,2.27,70.31
19.25,106.25,2010,1,15.23,93.62,0.69,101.32,4.48,5.53,3.39,2.14,78.97,5.38,6.35,4.46,1.89,79.78
19.25,106.75,2010,1,15.42,91.92,1.02,101.35,4.55,6.33,3.5,2.83,86.37,5.19,6.97,4.06,2.91,87.31
19.75,103.25,2010,1,10.77,69.41,0.03,89.41,1.31,1.84,0.98,0.86,182.14,2.74,3.61,1.99,1.62,184.21
19.75,103.75,2010,1,10.77,72.53,0.05,88.93,1.01,1.41,0.7,0.71,159.81,2.12,2.93,1.43,1.5,164.53
19.75,104.25,2010,1,11.21,80.56,0.24,90.91,0.96,1.51,0.51,1.0,131.54,1.99,2.97,1.13,1.84,135.11
19.75,104.75,2010,1,11.8,87.87,0.55,93.73,1.19,2.08,0.59,1.49,105.02,2.36,3.56,1.11,2.45,107.88
19.75,105.25,2010,1,12.57,91.83,0.85,97.37,2.09,3.3,1.35,1.94,81.58,3.44,4.69,2.08,2.6,83.54
19.75,105.75,2010,1,13.42,92.5,1.05,100.66,3.61,4.84,2.75,2.1,67.04,4.97,6.04,3.88,2.16,68.05
19.75,106.25,2010,1,14.1,92.62,1.12,101.33,5.19,5.89,4.25,1.64,71.81,6.21,7.0,5.42,1.58,72.62
