-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
LAT,LON,YEAR,DOY,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
18.25,103.25,2020,1,12.45,81.04,0.64,97.92,3.11,3.93,2.29,1.63,56.83,5.27,5.98,4.65,1.33,57.76
18.25,103.75,2020,1,12.7,85.44,2.48,98.65,2.94,3.84,2.03,1.81,46.03,5.23,5.9,4.35,1.56,47.16
18.25,104.25,2020,1,12.48,89.26,7.74,97.05,2.4,3.1,1.68,1.42,46.46,4.67,5.26,3.73,1.54,48.03
18.25,104.75,2020,1,12.24,91.72,12.64,95.39,2.1,2.81,1.55,1.26,43.43,4.26,5.14,3.45,1.69,45.38
18.25,105.25,2020,1,12.73,93.34,20.63,95.98,2.51,3.67,1.63,2.04,39.24,4.53,5.85,3.45,2.4,41.07
18.25,105.75,2020,1,13.93,93.4,27.93,98.82,3.57,5.29,2.05,3.25,41.31,5.41,7.06,3.76,3.31,42.38
18.25,106.25,2020,1,15.11,89.88,23.59,101.55,4.72,6.2,3.05,3.15,62.16,6.25,7.89,4.53,3.36,62.03
18.25,106.75,2020,1,15.3,85.7,10.52,102.0,6.15,7.95,4.55,3.4,73.28,7.2,9.27,5.33,3.94,73.76
18.75,103.25,2020,1,11.95,85.39,0.87,93.91,1.7,2.03,1.19,0.83,63.35,3.42,4.18,2.75,1.43,63.96
18.75,103.75,2020,1,12.02,88.47,3.32,94.82,1.71,2.14,1.25,0.88,47.88,3.56,4.07,2.89,1.19,48.91
18.75,104.25,2020,1,11.88,92.57,9.16,94.57,1.65,2.01,1.21,0.8,46.62,3.59,4.11,2.85,1.26,47.93
