-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2003 through 12/31/2003 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
LAT,LON,YEAR,DOY,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
18.25,103.25,2003,1,10.49,78.29,0.02,97.55,2.61,3.18,1.88,1.3,69.58,4.58,6.01,3.75,2.25,70.13
18.25,103.75,2003,1,10.22,76.94,0.02,98.28,2.48,3.07,1.84,1.23,58.91,4.54,6.14,3.67,2.47,60.16
18.25,104.25,2003,1,9.83,79.36,0.02,96.7,2.22,2.7,1.72,0.98,56.16,4.23,5.13,3.59,1.54,58.01
18.25,104.75,2003,1,9.68,83.74,0.06,95.04,1.93,2.54,1.41,1.13,49.3,3.74,4.7,2.82,1.88,51.52
18.25,105.25,2003,1,10.25,88.5,0.15,95.66,2.18,3.17,1.47,1.7,65.45,3.82,4.97,2.72,2.25,67.36
18.25,105.75,2003,1,11.58,90.99,0.34,98.53,3.14,4.4,2.26,2.13,87.89,4.61,5.69,3.7,1.99,88.88
18.25,106.25,2003,1,13.24,87.47,0.7,101.26,4.53,5.21,3.9,1.31,56.09,5.68,6.27,5.21,1.05,56.16
18.25,106.75,2003,1,13.81,85.79,1.37,101.71,5.76,6.36,5.23,1.13,67.47,6.43,7.19,5.82,1.37,68.33
18.75,103.25,2003,1,10.11,79.41,0.03,93.5,1.58,2.13,1.09,1.04,87.3,3.03,4.0,2.21,1.79,87.02
18.75,103.75,2003,1,9.52,76.94,0.03,94.43,1.49,1.97,1.14,0.82,66.0,3.01,3.86,2.34,1.52,66.47
18.75,104.25,2003,1,9.08,82.69,0.06,94.2,1.49,1.9,1.14,0.75,56.12,2.99,3.8,2.31,1.49,57.04
18.75,104.75,2003,1,9.19,87.72,0.14,95.28,1.53,2.29,0.99,1.3,74.45,2.93,4.05,1.87,2.17,75.74
18.75,105.25,2003,1,10.1,90.49,0.42,98.13,2.59,3.85,1.7,2.15,100.15,3.96,5.29,2.77,2.52,100.99
18.75,105.75,2003,1,11.61,90.17,0.83,101.39,4.49,5.96,3.31,2.65,104.69,5.76,7.04,4.74,2.3,104.79
18.75,106.25,2003,1,13.12,86.72,1.08,101.86,5.89,6.7,4.88,1.82,51.84,6.57,7.56,5.5,2.05,52.72
18.75,106.75,2003,1,13.44,85.82,1.54,101.9,6.31,6.95,5.57,1.38,61.22,6.83,7.62,5.97,1.65,62.22
19.25,103.25,2003,1,9.96,78.97,0.05,90.1,1.18,1.75,0.78,0.98,118.61,2.31,3.32,1.41,1.92,119.63
19.25,103.75,2003,1,9.16,79.72,0.07,90.57,1.12,1.71,0.72,0.99,93.28,2.17,3.14,1.42,1.71,94.28
19.25,104.25,2003,1,8.69,84.84,0.14,92.54,1.01,1.64,0.58,1.06,72.88,1.98,3.18,1.11,2.06,73.53
19.25,104.75,2003,1,8.78,88.52,0.24,95.68,1.29,2.07,0.79,1.28,107.46,2.54,3.55,1.77,1.78,108.49
19.25,105.25,2003,1,9.56,89.96,0.5,99.0,2.68,3.73,1.8,1.93,101.61,4.15,5.14,3.31,1.83,111.21
19.25,105.75,2003,1,10.94,89.0,0.83,101.46,4.89,6.16,3.4,2.77,52.12,6.21,7.44,4.94,2.5,69.95
19.25,106.25,2003,1,12.57,86.12,0.99,101.93,6.57,7.73,4.77,2.96,48.0,7.26,8.6,5.21,3.38,49.12
19.25,106.75,2003,1,12.96,85.72,1.61,101.95,7.08,7.83,5.57,2.26,56.05,7.65,8.54,5.89,2.65,57.1
19.75,103.25,2003,1,9.99,77.2,0.15,89.74,1.17,1.68,0.72,0.96,133.65,2.36,3.74,1.38,2.36,137.14
19.75,103.75,2003,1,9.06,80.75,0.14,89.3,1.18,1.88,0.75,1.14,118.62,2.24,3.59,1.38,2.21,122.31
19.75,104.25,2003,1,8.5,84.85,0.24,91.35,0.96,1.76,0.47,1.29,104.2,1.83,3.29,0.86,2.43,107.16
19.75,104.75,2003,1,8.23,88.97,0.36,94.26,1.12,1.94,0.57,1.37,129.02,2.13,3.18,1.28,1.9,130.98
19.75,105.25,2003,1,8.66,90.14,0.46,97.98,2.26,3.22,1.41,1.81,98.49,3.55,4.37,2.67,1.7,108.36
19.75,105.75,2003,1,9.82,88.19,0.57,101.32,4.25,5.42,2.82,2.6,28.49,5.68,6.64,4.34,2.3,46.72
19.75,106.25,2003,1,11.38,85.69,0.81,101.96,6.22,7.32,4.09,3.23,45.31,7.24,8.46,4.88,3.58,46.22
19.75,106.75,2003,1,12.12,85.24,1.61,102.0,7.49,8.32,5.38,2.94,52.54,8.2,9.09,5.79,3.29,53.64
20.25,103.25,2003,1,9.97,78.12,0.53,90.56,1.02,1.53,0.47,1.06,122.65,2.16,3.76,1.11,2.65,128.29
20.25,103.75,2003,1,8.97,81.59,0.43,89.5,1.2,1.75,0.86,0.89,120.5,2.36,3.75,1.64,2.11,126.09
20.25,104.25,2003,1,8.34,86.07,0.44,91.33,1.14,2.04,0.64,1.39,117.05,2.1,3.64,1.13,2.51,121.54
20.25,104.75,2003,1,7.98,90.21,0.52,94.2,1.13,2.08,0.56,1.52,126.37,1.95,3.17,0.9,2.27,124.4
20.25,105.25,2003,1,8.11,90.88,0.62,97.81,1.82,2.86,1.11,1.74,94.53,2.83,3.71,1.85,1.87,91.14
20.25,105.75,2003,1,8.78,88.12,0.71,101.06,3.22,4.39,2.21,2.18,38.62,4.61,5.41,3.6,1.81,39.31
20.25,106.25,2003,1,9.83,85.09,0.83,102.0,4.74,5.8,3.17,2.62,46.72,6.16,7.12,4.48,2.64,47.56
20.25,106.75,2003,1,10.83,83.82,1.52,102.04,6.71,7.56,4.92,2.64,52.47,7.58,8.39,5.62,2.77,53.61
18.25,103.25,2003,2,12.4,80.04,0.33,97.6,2.21,4.16,1.09,3.07,79.16,3.85,6.59,1.67,4.92,81.29
18.25,103.75,2003,2,12.18,77.81,0.35,98.32,2.12,4.56,0.73,3.83,74.28,3.8,7.39,1.13,6.27,76.81
18.25,104.25,2003,2,11.64,80.39,0.38,96.75,1.9,3.94,0.63,3.31,66.46,3.55,6.86,1.13,5.73,68.54
18.25,104.75,2003,2,11.36,84.44,0.58,95.1,1.79,3.34,0.66,2.68,63.15,3.39,6.07,1.14,4.92,61.33
18.25,105.25,2003,2,11.8,87.64,0.8,95.71,2.35,4.14,0.87,3.27,73.86,3.91,6.51,1.52,4.98,72.32
18.25,105.75,2003,2,12.91,88.65,0.95,98.55,3.65,6.46,1.6,4.85,95.87,5.17,8.44,2.63,5.8,96.56
18.25,106.25,2003,2,14.13,87.12,0.99,101.29,5.27,9.05,3.48,5.57,114.22,6.73,10.86,4.8,6.06,107.06
18.25,106.75,2003,2,14.5,84.15,0.94,101.74,6.38,10.25,3.53,6.73,102.39,7.46,11.46,4.27,7.2,101.41
18.75,103.25,2003,2,11.57,81.28,0.4,93.59,1.36,2.3,0.64,1.66,104.86,2.58,4.07,1.14,2.93,106.97
18.75,103.75,2003,2,11.2,78.78,0.51,94.5,1.31,2.64,0.51,2.13,86.06,2.62,5.0,0.99,4.01,88.97
18.75,104.25,2003,2,10.71,84.08,0.71,94.26,1.31,2.55,0.53,2.03,81.06,2.64,5.01,1.03,3.98,89.17
18.75,104.75,2003,2,10.59,88.5,1.12,95.34,1.61,2.84,0.55,2.3,81.14,2.99,5.05,0.85,4.19,82.21
18.75,105.25,2003,2,11.36,90.35,1.48,98.17,2.96,5.39,0.85,4.53,80.07,4.32,7.43,1.13,6.3,77.77
18.75,105.75,2003,2,12.82,89.61,1.64,101.41,5.03,9.48,1.75,7.73,78.22,6.24,11.43,2.23,9.19,77.74
18.75,106.25,2003,2,14.04,87.91,1.57,101.9,6.38,11.84,3.58,8.26,82.59,7.3,13.25,4.27,8.98,76.22
18.75,106.75,2003,2,14.33,86.01,1.35,101.92,6.53,12.24,2.86,9.39,90.97,7.38,13.51,3.4,10.11,90.47
19.25,103.25,2003,2,11.06,82.46,0.83,90.21,1.13,1.84,0.47,1.37,137.91,2.23,3.41,0.88,2.53,139.61
19.25,103.75,2003,2,10.62,83.41,1.08,90.66,1.05,1.9,0.48,1.42,111.31,2.14,3.73,1.09,2.63,113.53
19.25,104.25,2003,2,10.13,88.06,1.44,92.61,1.01,1.76,0.3,1.47,105.91,2.04,3.54,0.62,2.92,113.41
19.25,104.75,2003,2,9.99,90.66,1.92,95.73,1.48,2.52,0.51,2.01,100.53,2.8,4.57,0.75,3.82,105.8
19.25,105.25,2003,2,10.54,91.06,2.33,99.05,3.1,5.4,1.1,4.3,70.01,4.59,7.68,1.63,6.05,71.65
19.25,105.75,2003,2,11.76,89.86,2.53,101.51,5.32,9.61,1.77,7.85,34.56,6.62,11.76,2.6,9.17,34.66
19.25,106.25,2003,2,13.28,88.44,2.42,101.98,6.41,12.39,1.96,10.43,59.78,7.16,13.78,2.19,11.59,61.31
19.25,106.75,2003,2,13.81,87.41,2.15,101.98,6.69,12.72,1.83,10.89,80.71,7.42,14.0,2.04,11.96,81.86
19.75,103.25,2003,2,10.95,83.44,2.04,89.87,1.24,1.82,0.65,1.17,156.2,2.48,3.52,1.3,2.22,151.84
19.75,103.75,2003,2,10.31,86.59,2.48,89.4,1.16,1.91,0.48,1.43,124.0,2.38,3.66,1.05,2.62,126.94
19.75,104.25,2003,2,9.68,89.92,2.95,91.43,1.07,1.72,0.3,1.42,114.58,2.16,3.4,0.65,2.75,116.91
19.75,104.75,2003,2,9.3,91.71,3.37,94.33,1.44,2.39,0.39,1.99,94.86,2.62,4.41,0.69,3.72,96.52
19.75,105.25,2003,2,9.48,91.23,3.77,98.05,3.07,4.86,1.07,3.79,70.64,4.45,7.2,1.91,5.29,71.47
19.75,105.75,2003,2,10.39,89.39,4.05,101.39,5.34,8.53,1.84,6.69,56.38,6.78,10.8,3.19,7.61,56.67
19.75,106.25,2003,2,12.02,88.69,4.02,102.02,6.2,11.2,1.41,9.79,75.12,7.16,12.83,1.57,11.26,76.22
19.75,106.75,2003,2,13.02,88.14,3.93,102.03,6.97,12.32,1.3,11.02,76.62,7.76,13.69,1.4,12.28,77.64
20.25,103.25,2003,2,10.68,87.79,4.17,90.73,1.15,1.74,0.69,1.05,144.94,2.4,3.5,1.4,2.09,140.79
20.25,103.75,2003,2,9.83,89.47,4.83,89.63,1.22,1.94,0.47,1.47,112.69,2.52,3.84,0.68,3.16,117.19
20.25,104.25,2003,2,9.14,91.72,5.4,91.45,1.24,2.06,0.52,1.55,108.06,2.45,3.73,1.02,2.71,111.49
20.25,104.75,2003,2,8.68,92.38,5.88,94.32,1.6,2.78,0.36,2.41,82.14,2.67,4.44,0.74,3.7,82.99
20.25,105.25,2003,2,8.64,91.29,6.24,97.92,3.07,4.82,0.9,3.92,79.01,4.29,6.61,1.7,4.91,78.94
20.25,105.75,2003,2,9.2,89.41,6.47,101.15,5.12,7.6,2.0,5.59,96.18,6.62,9.51,3.44,6.07,95.52
20.25,106.25,2003,2,10.47,88.81,6.52,102.07,5.87,9.24,2.55,6.69,84.53,7.25,11.0,3.23,7.78,77.88
20.25,106.75,2003,2,11.86,88.16,6.45,102.07,7.01,11.13,2.24,8.89,65.33,8.01,12.67,2.51,10.16,64.92
