-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2002 through 12/31/2002 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
LAT,LON,YEAR,DOY,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
18.25,103.25,2002,1,10.79,85.23,0.0,97.74,2.06,2.84,1.44,1.4,64.49,3.76,4.93,2.7,2.23,64.68
18.25,103.75,2002,1,10.62,83.91,0.0,98.47,2.11,2.84,1.73,1.11,51.44,3.85,4.99,3.01,1.98,51.5
18.25,104.25,2002,1,10.21,83.58,0.0,96.88,1.88,2.39,1.55,0.83,49.69,3.64,4.51,2.86,1.65,50.82
18.25,104.75,2002,1,10.01,86.16,0.01,95.2,1.71,2.3,1.23,1.06,42.63,3.35,4.32,2.23,2.09,43.91
18.25,105.25,2002,1,10.39,89.08,0.02,95.79,2.01,3.16,1.06,2.1,55.92,3.51,4.91,1.83,3.08,56.81
18.25,105.75,2002,1,11.25,89.21,0.04,98.66,2.78,4.55,1.28,3.27,74.04,4.1,5.97,1.96,4.01,74.33
18.25,106.25,2002,1,12.08,82.94,0.06,101.42,3.61,4.97,2.04,2.93,40.34,4.52,6.37,2.54,3.82,40.03
18.25,106.75,2002,1,12.43,78.31,0.05,101.86,4.54,6.49,2.71,3.78,48.27,5.03,7.35,2.96,4.39,48.58
18.75,103.25,2002,1,10.41,86.71,0.0,93.68,1.22,1.63,0.84,0.79,73.34,2.36,3.06,1.68,1.38,70.3
18.75,103.75,2002,1,10.04,85.28,0.0,94.6,1.32,1.62,1.07,0.55,53.31,2.73,3.28,2.33,0.95,52.25
18.75,104.25,2002,1,9.77,87.66,0.0,94.36,1.35,1.64,1.07,0.57,50.76,2.81,3.35,2.22,1.14,51.35
18.75,104.75,2002,1,9.89,90.35,0.0,95.41,1.53,2.13,1.08,1.05,67.82,2.85,3.76,1.78,1.99,68.68
18.75,105.25,2002,1,10.55,90.95,0.01,98.25,2.41,3.74,1.28,2.46,93.06,3.67,5.07,1.8,3.26,96.29
