-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2008 through 12/31/2008 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
LAT,LON,YEAR,DOY,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
18.25,103.25,2008,1,4.55,44.58,0.0,97.84,3.86,5.91,2.36,3.55,68.61,6.33,8.3,5.2,3.1,67.46
18.25,103.75,2008,1,4.3,43.03,0.0,98.62,3.95,5.96,2.53,3.43,56.31,6.86,8.71,5.75,2.96,55.41
18.25,104.25,2008,1,4.45,50.11,0.0,97.01,3.4,4.86,2.4,2.45,50.29,6.54,8.18,5.46,2.72,50.63
18.25,104.75,2008,1,4.83,60.52,0.0,95.33,3.04,4.21,2.19,2.02,42.63,6.05,7.65,4.83,2.82,43.4
18.25,105.25,2008,1,5.7,69.71,0.0,95.99,3.49,4.74,2.44,2.3,32.38,6.12,7.61,4.72,2.9,33.11
18.25,105.75,2008,1,7.0,73.66,0.02,98.94,5.06,6.53,3.65,2.87,23.42,7.25,8.6,5.74,2.86,24.0
18.25,106.25,2008,1,8.39,68.94,0.08,101.7,7.76,9.08,6.32,2.76,24.47,9.68,11.18,8.32,2.86,25.12
18.25,106.75,2008,1,9.3,69.56,0.11,102.13,9.93,11.46,8.85,2.61,26.62,11.17,12.99,9.93,3.06,27.18
18.75,103.25,2008,1,4.3,44.85,0.0,93.7,2.31,3.28,1.64,1.64,64.34,4.27,5.5,3.51,1.99,62.36
18.75,103.75,2008,1,3.81,42.25,0.0,94.69,2.54,3.52,1.88,1.64,52.56,5.04,6.42,4.24,2.18,51.94
18.75,104.25,2008,1,3.96,50.38,0.0,94.49,2.44,3.31,1.78,1.52,48.64,5.03,6.58,4.08,2.5,48.66
