-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2001 through 12/31/2001 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
LAT,LON,YEAR,DOY,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
18.25,103.25,2001,1,9.11,72.08,0.0,97.23,1.64,2.44,0.95,1.49,81.11,2.68,4.56,1.21,3.35,81.55
18.25,103.75,2001,1,9.06,73.03,0.0,97.95,1.41,2.28,0.67,1.61,66.81,2.24,3.64,0.91,2.73,67.12
18.25,104.25,2001,1,9.06,77.13,0.0,96.35,1.2,1.79,0.39,1.4,63.01,2.19,3.44,0.66,2.79,63.8
18.25,104.75,2001,1,9.14,81.59,0.0,94.66,1.17,1.65,0.57,1.08,65.19,2.27,3.28,1.02,2.26,65.97
18.25,105.25,2001,1,9.58,83.89,0.0,95.25,1.39,2.01,0.68,1.33,83.48,2.48,3.55,1.28,2.27,81.58
18.25,105.75,2001,1,10.4,82.76,0.01,98.1,1.99,2.96,0.87,2.1,103.78,2.97,4.51,1.47,3.04,99.14
18.25,106.25,2001,1,11.35,78.19,0.04,100.85,3.24,4.59,2.02,2.57,87.78,4.14,6.32,2.43,3.89,87.72
18.25,106.75,2001,1,11.87,75.56,0.11,101.3,4.43,6.13,2.49,3.64,102.58,4.94,7.07,2.68,4.39,102.82
18.75,103.25,2001,1,9.34,77.83,0.0,93.17,1.01,1.58,0.47,1.11,114.69,1.72,2.92,0.48,2.44,114.25
18.75,103.75,2001,1,8.97,77.78,0.0,94.07,0.96,1.43,0.39,1.04,88.34,1.75,2.82,0.55,2.27,82.0
18.75,104.25,2001,1,8.95,81.66,0.0,93.81,0.85,1.27,0.24,1.02,104.82,1.74,2.8,0.46,2.34,89.25
18.75,104.75,2001,1,9.07,83.77,0.0,94.84,1.05,1.47,0.44,1.02,119.61,1.86,2.93,0.6,2.34,113.3
18.75,105.25,2001,1,9.68,82.82,0.02,97.66,1.52,2.32,0.57,1.75,135.07,2.23,3.85,0.67,3.18,133.06
18.75,105.75,2001,1,10.64,79.08,0.04,100.91,2.39,3.91,0.88,3.03,137.79,3.0,5.51,0.98,4.54,132.23
18.75,106.25,2001,1,11.35,74.38,0.06,101.41,3.89,6.14,2.26,3.88,98.56,4.34,7.16,2.36,4.8,99.28
18.75,106.75,2001,1,11.65,73.8,0.07,101.45,4.69,6.63,2.53,4.11,109.54,5.08,7.38,2.65,4.73,110.03
19.25,103.25,2001,1,9.61,82.08,0.0,89.78,0.85,1.34,0.35,0.99,161.59,1.51,2.27,0.51,1.76,161.59
19.25,103.75,2001,1,8.97,81.66,0.0,90.21,0.67,1.09,0.27,0.82,125.09,1.36,2.29,0.52,1.77,120.34
19.25,104.25,2001,1,8.8,83.48,0.0,92.13,0.62,1.02,0.14,0.88,154.59,1.2,2.39,0.36,2.04,139.32
19.25,104.75,2001,1,8.91,83.77,0.0,95.21,1.02,1.51,0.39,1.12,180.29,1.71,3.06,0.5,2.57,174.12
19.25,105.25,2001,1,9.45,81.67,0.02,98.5,1.59,2.51,0.59,1.92,179.78,2.38,4.32,0.62,3.7,180.08
19.25,105.75,2001,1,10.31,77.49,0.04,100.95,2.41,4.06,1.0,3.06,150.6,3.13,5.89,1.06,4.83,149.38
19.25,106.25,2001,1,11.05,72.69,0.05,101.45,3.95,6.26,2.59,3.68,110.25,4.38,7.2,2.71,4.49,111.0
19.25,106.75,2001,1,11.29,72.71,0.05,101.47,4.76,6.58,2.74,3.85,114.52,5.14,7.34,2.88,4.46,115.1
19.75,103.25,2001,1,9.67,82.58,0.0,89.45,0.91,1.39,0.33,1.06,187.49,1.68,2.44,0.52,1.91,188.44
19.75,103.75,2001,1,9.06,83.0,0.0,88.95,0.67,1.29,0.18,1.11,154.81,1.33,2.3,0.36,1.94,157.31
19.75,104.25,2001,1,8.67,83.92,0.0,90.94,0.73,1.12,0.31,0.81,165.09,1.34,2.39,0.61,1.79,167.19
19.75,104.75,2001,1,8.59,83.33,0.0,93.78,1.14,1.61,0.55,1.06,184.83,1.97,3.27,0.87,2.4,186.42
19.75,105.25,2001,1,9.07,81.27,0.0,97.44,1.65,2.59,0.57,2.02,187.87,2.63,4.63,0.85,3.78,188.28
19.75,105.75,2001,1,9.94,77.86,0.01,100.76,2.36,3.88,0.82,3.06,164.38,3.27,5.99,1.06,4.93,163.79
19.75,106.25,2001,1,10.62,73.31,0.02,101.43,3.71,5.3,2.5,2.79,120.88,4.34,6.61,2.8,3.8,121.72
19.75,106.75,2001,1,10.94,72.96,0.02,101.48,4.64,6.09,3.15,2.93,119.28,5.09,6.88,3.37,3.51,119.89
20.25,103.25,2001,1,9.58,82.91,0.0,90.28,0.87,1.25,0.32,0.93,175.89,1.61,2.34,0.55,1.79,177.56
20.25,103.75,2001,1,9.06,83.66,0.0,89.15,0.8,1.33,0.2,1.13,167.56,1.48,2.27,0.31,1.96,175.53
20.25,104.25,2001,1,8.62,84.33,0.0,90.92,0.99,1.42,0.46,0.96,163.29,1.82,2.76,0.72,2.04,168.08
20.25,104.75,2001,1,8.53,82.49,0.0,93.71,1.32,1.81,0.69,1.11,171.63,2.3,3.72,1.08,2.64,173.94
20.25,105.25,2001,1,8.91,80.53,0.0,97.25,1.78,2.71,0.7,2.01,177.16,2.86,5.1,1.15,3.95,177.94
20.25,105.75,2001,1,9.59,78.84,0.0,100.46,2.38,3.84,0.76,3.09,166.12,3.46,6.38,1.21,5.17,166.49
20.25,106.25,2001,1,10.13,75.81,0.01,101.41,3.16,4.43,1.62,2.8,126.47,4.13,6.59,2.04,4.55,127.59
